ticker,company,headline,datetime
AMR,"Alpha Metallurgical Resources, Inc.",Alpha Announces Executive Leadership Change,1715328071.0
ANET,"Arista Networks, Inc.","Zacks Investment Ideas feature highlights: Eaton,  Eli Lilly and Arista Networks",1715333820.0
ANET,"Arista Networks, Inc.",Decoding Arista Networks Inc (ANET): A Strategic SWOT Insight,1715317525.0
APO,"Apollo Global Management, Inc.",Baron Funds - Apollo Global: Tightening Bank Capital Requirements A Multi-Trillion Dollar Opportunity,1715322300.0
APO,"Apollo Global Management, Inc.",Decoding Apollo Global Management Inc (APO): A Strategic SWOT Insight,1715317537.0
APO,"Apollo Global Management, Inc.",Baron Durable Advantage Fund Q1 2024 Shareholder Letter,1715301000.0
ARES,Ares Management Corporation,"Ares Management Corporation to Host Investor Day on May 21, 2024",1715337000.0
ARES,Ares Management Corporation,Private Credit Lender Ares Wins Court Ruling on Indonesia Debtor,1715332023.0
ARES,Ares Management Corporation,Decoding Ares Management Corp (ARES): A Strategic SWOT Insight,1715317635.0
ASGN,ASGN Incorporated,Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
ATO,Atmos Energy Corporation,Q2 2024 Atmos Energy Corp Earnings Call,1715313659.0
AU,AngloGold Ashanti plc,AngloGold Ashanti : Q1 2024 - Exploration Report,1715322205.0
AU,AngloGold Ashanti plc,AngloGold Ashanti : at the 2024 BMO Metals & Mining Conference,1715322205.0
AU,AngloGold Ashanti plc,AngloGold Ashanti : Q1 2024 - Production Update Report,1715322205.0
AU,AngloGold Ashanti plc,AngloGold Ashanti : Q1 2024 - Production Update Presentation,1715322205.0
AU,AngloGold Ashanti plc,AngloGold Ashanti Delivers Steady Start to 2024; Gold Production1 Up +2% y-o-y; Gold Production Guidance Reconfirmed and Obuasi on Track to Achieve FY 2024 Forecast Gold Production,1715321946.0
BAP,Credicorp Ltd.,Credicorp: Q1 Earnings Snapshot,1715317509.0
BERY,"Berry Global Group, Inc.",Q2 2024 Berry Global Group Inc Earnings Call,1715315154.0
BFAM,Bright Horizons Family Solutions Inc.,"Insider Sale: Chief Accounting Officer Jason Janoff Sells 6,000 Shares of Bright Horizons ...",1715323525.0
BFH,"Bread Financial Holdings, Inc.",See Why Young Generations Are Driving This Big Travel Trend,1715333418.0
BHP,BHP Group Limited,"Rio Tinto had considered a bid for BHP-target Anglo American, AFR reports",1715311636.0
BKH,Black Hills Corporation,Q1 2024 Black Hills Corp Earnings Call,1715323076.0
BNS,The Bank of Nova Scotia,How To Build An 8% Yielding SWAN Portfolio With 10 Blue Chips,1715324400.0
BOC,Boston Omaha Corporation,Boston Omaha Announces Departure of Co-CEO Alex Rozek as Adam Peterson Continues in Chair and CEO Roles,1715328366.0
BRX,Brixmor Property Group Inc.,BRIXMOR PROPERTY GROUP CHIEF EXECUTIVE OFFICER AND PRESIDENT JAMES M. TAYLOR TO RETURN FROM MEDICAL LEAVE OF ABSENCE,1715328072.0
BSM,"Black Stone Minerals, L.P.",Black Stone Minerals: Reduced Production Guidance Due To Low Natural Gas Prices,1715328368.0
BTI,British American Tobacco p.l.c.,How To Build An 8% Yielding SWAN Portfolio With 10 Blue Chips,1715324400.0
BX,Blackstone Inc.,"Sony Plans Bid Versus Blackstone, KKR for $1.3 Billion Manga App",1715312624.0
CARS,Cars.com Inc.,Cars.com First Quarter 2024 Earnings: EPS Misses Expectations,1715335932.0
CBL,"CBL & Associates Properties, Inc.",CBL Properties Reports Strong Results for First Quarter 2024,1715328307.0
CIM,Chimera Investment Corporation,Q1 2024 Chimera Investment Corp Earnings Call,1715312656.0
CMA,Comerica Incorporated,Comerica (NYSE:CMA) Will Pay A Dividend Of $0.71,1715341043.0
CMA,Comerica Incorporated,"G.L.A.M. Body Scrubs Wins $100,000 Comerica Hatch Detroit Contest by TechTown",1715328368.0
CMP,"Compass Minerals International, Inc.","The Gross Law Firm Reminds Shareholders of a Lead Plaintiff Deadline of June 24, 2024 in Compass Minerals International, Inc. Lawsuit - CMP",1715319974.0
CMRE,Costamare Inc.,"Costamare Inc. Reports Results for the First Quarter Ended March 31, 2024",1715335800.0
CMRE,Costamare Inc.,Costamare: Q1 Earnings Snapshot,1715322011.0
COMP,"Compass, Inc.",Dow Jones Rises Again; Nvidia Chipmaker Taiwan Semi On Tap With 5 AI Stocks Near Buy Points,1715289673.0
COOK,"Traeger, Inc.","Traeger, Inc. 2024 Q1 - Results - Earnings Call Presentation",1715308659.0
COP,ConocoPhillips,"Zacks Industry Outlook Highlights ConocoPhillips, Marathon Oil and Berry",1715334780.0
CPNG,"Coupang, Inc.",Decoding Coupang Inc (CPNG): A Strategic SWOT Insight,1715317493.0
CRC,California Resources Corporation,California Resources Corp (CRC) (Q1 2024) Earnings Call Transcript Highlights: Navigating ...,1715324501.0
CRH,CRH plc,CRH : Q1 2024 Results - Form 8-K,1715321708.0
CRH,CRH plc,CRH sets new buyback as gets weather boost in first-quarter,1715318177.0
CRH,CRH plc,"CRH: solid first quarter, forecasts reaffirmed",1715317541.0
CRH,CRH plc,"CRH Confirms Guidance After Revenue, Earnings Growth",1715308472.0
CRH,CRH plc,CRH : Q1 2024 Results,1715306828.0
CRH,CRH plc,CRH Continues Share Buyback Program,1715306766.0
CRH,CRH plc,CRH Q1 2024 Results,1715306465.0
CTO,"CTO Realty Growth, Inc.","CTO Realty Growth: Sun Is Still Shining, We're Still Buying",1715316010.0
CWEN,"Clearway Energy, Inc.",Q1 2024 Clearway Energy Inc Earnings Call,1715307379.0
D,"Dominion Energy, Inc.",B of A Securities Upgrades Dominion Energy (D),1715338878.0
DAC,Danaos Corporation,"Danaos Corporation Announces Date for the Release of First Quarter 2024 Results, Conference Call and Webcast",1715327226.0
DAVA,Endava plc,Baron Global Advantage Fund Q1 2024 Shareholder Letter,1715312400.0
DAVA,Endava plc,Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
DIS,The Walt Disney Company,Is Disney Stock Going Back to $130? 1 Wall Street Analyst Thinks So.,1715328060.0
DIS,The Walt Disney Company,"Director James Gorman Acquires 20,000 Shares of The Walt Disney Co (DIS)",1715324910.0
DIS,The Walt Disney Company,Q1 2024 Warner Bros Discovery Inc Earnings Call,1715309155.0
DLR,"Digital Realty Trust, Inc.",Equinix Affirms Financial Reporting Accuracy After Independent Review,1715319098.0
DNOW,NOW Inc.,DNOW Reports First Quarter 2024 Results,1715337900.0
DOCN,"DigitalOcean Holdings, Inc.",DigitalOcean Announces First Quarter 2024 Financial Results,1715324466.0
DY,"Dycom Industries, Inc.","Dycom Industries, Inc. to Host Fiscal 2025 First Quarter Results Conference Call",1715342400.0
EAT,"Brinker International, Inc.",New Strong Buy Stocks for May 10th,1715336940.0
EBS,Emergent BioSolutions Inc.,"Emergent BioSolutions to Hold Virtual Annual Meeting of Stockholders on Thursday, May 23, 2024",1715325486.0
EDU,New Oriental Education & Technology Group Inc.,Exploring Three US Growth Companies With High Insider Ownership,1715301938.0
EL,The Estée Lauder Companies Inc.,"Shane Wolf Joins The Estee Lauder Companies as President, Global Brands, Aveda, Bumble and bumble",1715322010.0
ENB,Enbridge Inc.,How To Build An 8% Yielding SWAN Portfolio With 10 Blue Chips,1715324400.0
ENB,Enbridge Inc.,Oil Extends Two-Day Climb on Renewed Optimism for US Rate Cuts,1715300037.0
ENOV,Enovis Corporation,Enovis to Participate in Upcoming Investor Conferences,1715320807.0
EPAM,"EPAM Systems, Inc.",Baron Global Advantage Fund Q1 2024 Shareholder Letter,1715312400.0
EPD,Enterprise Products Partners L.P.,How To Build An 8% Yielding SWAN Portfolio With 10 Blue Chips,1715324400.0
EPD,Enterprise Products Partners L.P.,Decoding Enterprise Products Partners LP (EPD): A Strategic SWOT Insight,1715317611.0
EQBK,"Equity Bancshares, Inc.","Equity Bancshares : Announces Promotions of Top ExecutivesRick Sems named CEO of Equity Bank, Julie Huber named Chief Operating Officer - Form 8-K",1715324586.0
ET,Energy Transfer LP,Decoding Energy Transfer LP (ET): A Strategic SWOT Insight,1715317324.0
EVH,"Evolent Health, Inc.",Evolent Health (EVH) Q1 2024 Earnings Call Transcript,1715308213.0
F,Ford Motor Company,"UPDATE 1-Ford to assemble 300,000 cars a year at Spanish plant in Valencia region from 2027",1715339735.0
F,Ford Motor Company,Ford CFO Lawler to step down in early 2025,1715328737.0
F,Ford Motor Company,"Ford Names Lawler Vice Chair With Expanded Ford+ Role; House Joins as Finance VP, to Transition Into CFO Role",1715328067.0
F,Ford Motor Company,"Ford CFO to become vice chair, Lucid Motors exec House to succeed",1715328027.0
F,Ford Motor Company,"Ford to assemble 300,000 cars a year at spanish plant in Valencia region from 2027",1715323387.0
F,Ford Motor Company,"US auto regulator opens probe into over 200,000 Ford vehicles on fuel leak risks",1715320534.0
F,Ford Motor Company,"US auto regulator opens probe into over 200,000 Ford vehicles",1715319473.0
FDX,FedEx Corporation,FedEx : Launches New Online Import Customs Declaration Tool,1715313126.0
FDX,FedEx Corporation,FedEx : 联邦快递新增进口清关在线申报工具,1715311931.0
FE,FirstEnergy Corp.,Work Underway to Upgrade High-Voltage Power System in Northwest Ohio,1715320839.0
FG,"F&G Annuities & Life, Inc.",Q1 2024 F&G Annuities & Life Inc Earnings Call,1715319201.0
FIGS,"FIGS, Inc.",Figs (FIGS) Q1 2024 Earnings Call Transcript,1715319913.0
FND,"Floor & Decor Holdings, Inc.",Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
GBTG,"Global Business Travel Group, Inc.","Global Business Travel Group, Inc. Just Missed Earnings; Here's What Analysts Are Forecasting Now",1715339432.0
GDOT,Green Dot Corporation,Green Dot Corporation (GDOT) Q1 2024 Earnings Call Transcript,1715322325.0
GDOT,Green Dot Corporation,Green Dot Corporation 2024 Q1 - Results - Earnings Call Presentation,1715314936.0
GLOB,Globant S.A.,Baron Global Advantage Fund Q1 2024 Shareholder Letter,1715312400.0
GLT,Glatfelter Corporation,Q2 2024 Berry Global Group Inc Earnings Call,1715315154.0
GOLD,Barrick Gold Corporation,Q1 2024 Royal Gold Inc Earnings Call,1715320462.0
GPRK,GeoPark Limited,GeoPark signs offtake deal with Vitol for Colombia’s Llanos 34 oil block,1715329290.0
GPRK,GeoPark Limited,GeoPark Signs New Offtake Agreement With Vitol for the Llanos 34 Block in Colombia,1715302080.0
GS,"The Goldman Sachs Group, Inc.",Marcus by Goldman Sachs Savings Ranked #1 in Overall Customer Satisfaction by J.D. Power,1715320754.0
GS,"The Goldman Sachs Group, Inc.",Vanguard Joins Pimco in Seeing More BOJ Hikes Than Market,1715310056.0
GTLS,"Chart Industries, Inc.",Chart Industries to Participate in Investor Events,1715337000.0
GTLS,"Chart Industries, Inc.","The Zacks Analyst Blog Highlights Applied Industrial Technologies, AZZ, AptarGroup, Eaton and Chart Industries",1715335380.0
GTLS,"Chart Industries, Inc.",Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
GWRE,"Guidewire Software, Inc.",Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
GXO,"GXO Logistics, Inc.",GXO Opens New Distribution Hub for Conair,1715324468.0
H,Hyatt Hotels Corporation,Decoding Hyatt Hotels Corp (H): A Strategic SWOT Insight,1715317548.0
H,Hyatt Hotels Corporation,Q1 2024 Hyatt Hotels Corp Earnings Call,1715314850.0
HAE,Haemonetics Corporation,Haemonetics Corporation (HAE) Q4 2024 Earnings Call Transcript,1715300723.0
HMC,"Honda Motor Co., Ltd.","Honda Motor Expects Annual Profit Fall, Announces Share Buyback",1715323680.0
HMC,"Honda Motor Co., Ltd.",Honda sees full-year profit rising 2.8%,1715321622.0
HTGC,"Hercules Capital, Inc.","Hercules Capital: Solid 10% Yield, But Sky-High Valuation",1715313552.0
HUBS,"HubSpot, Inc.",HubSpot: Evaluating The Clearbit Acquisition And Pricing Strategy Impact,1715325069.0
IBP,"Installed Building Products, Inc.",Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
IHG,InterContinental Hotels Group PLC,InterContinental Hotels Group PLC Announces Transaction in Own Shares - May 10,1715320800.0
INSP,"Inspire Medical Systems, Inc.","The Inspire Medical Systems, Inc. (NYSE:INSP) First-Quarter Results Are Out And Analysts Have Published New Forecasts",1715339460.0
IT,"Gartner, Inc.",Gartner : HR Research Finds One-Third of Executives Given a Return-to-Office Mandate Plan to Leave Their Employer,1715326945.0
IT,"Gartner, Inc.",Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
JBT,John Bean Technologies Corporation,Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
JPM,JPMorgan Chase & Co.,"NewtekOne Stock: 10%+ Higher On Q1 Earnings, But Still Cheap?",1715324400.0
JPM,JPMorgan Chase & Co.,"Stunner: JP Morgan's ""Genius"" AI Cracks Brutal CFA Level II Exam - With a Coding Assist",1715313367.0
KBH,KB Home,"KB Home Announces the Grand Opening of Its Newest Community in Prime Northwest Tucson, Arizona",1715328126.0
KBH,KB Home,"KB Home Announces the Grand Opening of Two New Communities Situated Within the Highly Desirable Glen Loma Ranch Master Plan in Gilroy, California",1715328066.0
KD,"Kyndryl Holdings, Inc.","Kyndryl : Ingesan, OHLA Group, selects Kyndryl and Oracle to leverage the use of AI in its energy services",1715315167.0
KKR,KKR & Co. Inc.,Decoding KKR & Co Inc (KKR): A Strategic SWOT Insight,1715317602.0
KKR,KKR & Co. Inc.,"Sony Plans Bid Versus Blackstone, KKR for $1.3 Billion Manga App",1715312624.0
KNSL,"Kinsale Capital Group, Inc.",Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
LAZ,Lazard Ltd,Lazard : Asset Under Management Monthly Report (April 2024),1715324114.0
LAZ,Lazard Ltd,Lazard Reports April 2024 Assets Under Management,1715323567.0
LHX,"L3Harris Technologies, Inc.",L3Harris Technologies : UK Ministry of Defence Selects L3Harris T4 Robots to Assist with Explosive Ordnance Disposal Missions,1715321369.0
LL,"LL Flooring Holdings, Inc.",Loop Capital Upgrades LL Flooring Holdings (LL),1715321988.0
LMT,Lockheed Martin Corporation,Lockheed Martin: $451 million contract for M270 launchers,1715320759.0
LMT,Lockheed Martin Corporation,$59 Billion Australia Pension Reviews Investments as Israel-Linked Firms Face Pressure,1715312298.0
LNC,Lincoln National Corporation,LNC LAWSUIT ALERT: The Gross Law Firm Notifies Lincoln National Corporation Investors of a Class Action Lawsuit and Upcoming Deadline,1715319974.0
LPX,Louisiana-Pacific Corporation,Seaport Global Downgrades Louisiana-Pacific (LPX),1715304833.0
LTH,"Life Time Group Holdings, Inc.","Life Time Group Holdings First Quarter 2024 Earnings: Revenues Beat Expectations, EPS Lags",1715337332.0
M,"Macy's, Inc.",Morningstar DBRS Finalizes Provisional Credit Ratings on Morgan Stanley Capital I Trust 2024-BPR2,1715320884.0
MA,Mastercard Incorporated,Baron Durable Advantage Fund Q1 2024 Shareholder Letter,1715301000.0
MAIN,Main Street Capital Corporation,How To Build An 8% Yielding SWAN Portfolio With 10 Blue Chips,1715324400.0
MCD,McDonald's Corporation,Wall Street Breakfast Podcast: U.S. To Impose Tariffs On Chinese EVs - Report,1715323932.0
MCO,Moody's Corporation,Baron Durable Advantage Fund Q1 2024 Shareholder Letter,1715301000.0
MDT,Medtronic plc,"Medtronic : PulseSelect™ pulsed field ablation system receives approval in Japan, broadening global impact of paradigm-shifting AFib treatment",1715329570.0
MEG,"Montrose Environmental Group, Inc.",Insider Sale at Montrose Environmental Group Inc (MEG),1715325287.0
MGM,MGM Resorts International,"FBI working towards nabbing Scattered Spider hackers, official says",1715324400.0
MLM,"Martin Marietta Materials, Inc.","Shareholders May Not Be So Generous With Martin Marietta Materials, Inc.'s (NYSE:MLM) CEO Compensation And Here's Why",1715337804.0
MMS,"Maximus, Inc.",Here's What We Like About Maximus' (NYSE:MMS) Upcoming Dividend,1715342440.0
MO,"Altria Group, Inc.",How To Build An 8% Yielding SWAN Portfolio With 10 Blue Chips,1715324400.0
MPLX,MPLX LP,How To Build An 8% Yielding SWAN Portfolio With 10 Blue Chips,1715324400.0
MPW,"Medical Properties Trust, Inc.",This Ultra-High-Yield Dividend Stock is a Tale of 2 Portfolios,1715336100.0
MPW,"Medical Properties Trust, Inc.",Q1 2024 Medical Properties Trust Inc Earnings Call,1715326015.0
MRC,MRC Global Inc.,Q1 2024 MRC Global Inc Earnings Call,1715317343.0
MRK,"Merck & Co., Inc.",Merck: The Worst Has Been Avoided (Rating Upgrade),1715320961.0
MSCI,MSCI Inc.,EU Bonds Lure Investors Betting on Entry to Sovereign Indexes,1715320800.0
MTD,Mettler-Toledo International Inc.,Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
MYE,"Myers Industries, Inc.","Myers Industries, Inc. Just Missed EPS By 72%: Here's What Analysts Think Will Happen Next",1715338047.0
NEM,Newmont Corporation,B2Gold: Time To Load Up,1715307681.0
NNI,"Nelnet, Inc.","Most Shareholders Will Probably Find That The Compensation For Nelnet, Inc.'s (NYSE:NNI) CEO Is Reasonable",1715335558.0
NNN,"NNN REIT, Inc.",Simon Property Group: Still A Buy For Long-Term Dividend Growth Investors,1715328000.0
NOMD,Nomad Foods Limited,Nomad Foods : Q1 2024 Earnings Presentation Transcript,1715316373.0
NOW,"ServiceNow, Inc.",ServiceNow and IBM Collaborate to Accelerate the Impact of Generative AI Across the Enterprise,1715320844.0
NOW,"ServiceNow, Inc.",ServiceNow showcases generative AI service agents using NVIDIA AI Enterprise software,1715320842.0
NOW,"ServiceNow, Inc.",ServiceNow adds powerful new solutions to the Now Platform to transform the employee experience and simplify work across the enterprise,1715320841.0
NOW,"ServiceNow, Inc.","ServiceNow and Microsoft expand strategic alliance, combining generative AI capabilities to enhance choice and flexibility",1715320841.0
NOW,"ServiceNow, Inc.",ServiceNow announces expansion of strategic relationship with Equinix to streamline operations of digital infrastructure,1715320755.0
NRDY,"Nerdy, Inc.",Grayville Community School District 1 Announces Partnership with Varsity Tutors for Schools to Provide Live and On-Demand Learning Resources for All Students,1715338800.0
NRDY,"Nerdy, Inc.","Here's What Analysts Are Forecasting For Nerdy, Inc. (NYSE:NRDY) After Its First-Quarter Results",1715338632.0
NVO,Novo Nordisk A/S,Novo Nordisk enters deal to develop obesity therapy,1715330518.0
NVO,Novo Nordisk A/S,EDEN: European Beacon,1715306905.0
O,Realty Income Corporation,Simon Property Group: Still A Buy For Long-Term Dividend Growth Investors,1715328000.0
O,Realty Income Corporation,Gladstone Commercial: Solidified For The Future,1715321827.0
OFG,OFG Bancorp,OFG Bancorp First Quarter 2024 Earnings: EPS Beats Expectations,1715338997.0
ONTO,Onto Innovation Inc.,Decoding Onto Innovation Inc (ONTO): A Strategic SWOT Insight,1715317318.0
PFE,Pfizer Inc.,How To Build An 8% Yielding SWAN Portfolio With 10 Blue Chips,1715324400.0
PFE,Pfizer Inc.,Decoding Pfizer Inc (PFE): A Strategic SWOT Insight,1715317356.0
PLNT,"Planet Fitness, Inc.",News Highlights : Top Company News of the Day - Friday at 5 AM ET,1715318172.0
PLNT,"Planet Fitness, Inc.",Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
PLNT,"Planet Fitness, Inc.",News Highlights : Top Company News of the Day - Friday at 3 AM ET,1715310968.0
PLNT,"Planet Fitness, Inc.",Q1 2024 Planet Fitness Inc Earnings Call,1715309997.0
PLNT,"Planet Fitness, Inc.",News Highlights : Top Company News of the Day - Friday at 1 AM ET,1715303782.0
PLTR,Palantir Technologies Inc.,Cathie Wood goes bargain hunting in beat-down tech stocks,1715301180.0
RBLX,Roblox Corporation,Decoding Roblox Corp (RBLX): A Strategic SWOT Insight,1715317582.0
RBLX,Roblox Corporation,Q1 2024 Roblox Corp Earnings Call,1715308886.0
RBLX,Roblox Corporation,Roblox Stock (NYSE:RBLX): The Winning Move Is Not Playing This Game,1715300705.0
RH,RH,Exploring Three US Growth Companies With High Insider Ownership,1715301938.0
RHI,Robert Half Inc.,Insider Sale: Director Dirk Kempthorne Sells Shares of Robert Half Inc (RHI),1715323293.0
RIO,Rio Tinto Group,"Rio Tinto had considered a bid for BHP-target Anglo American, AFR reports",1715311636.0
RJF,"Raymond James Financial, Inc.",Raymond James establishes new private credit business,1715320885.0
RNG,"RingCentral, Inc.",RingCentral to Present at Upcoming Investor Conferences,1715328186.0
ROK,"Rockwell Automation, Inc.",AMCI PLC Module Selection Assistance,1715324497.0
SAFE,Safehold Inc.,Star Holdings Reports First Quarter 2024 Results,1715325547.0
SAN,"Banco Santander, S.A.",Best savings accounts that offer above inflation rates,1715339879.0
SBH,"Sally Beauty Holdings, Inc.",Winmark: Shares Have Gotten Too Pricey,1715317133.0
SBH,"Sally Beauty Holdings, Inc.","Sally Beauty Holdings, Inc. (SBH) Q2 2024 Earnings Call Transcript",1715314808.0
SHCO,Soho House & Co Inc.,Soho House & Co Inc. Announces First Quarter 2024 Results,1715326267.0
SHCO,Soho House & Co Inc.,Soho House : Read our 2023 ESG Report,1715326208.0
SHOP,Shopify Inc.,Cathie Wood goes bargain hunting in beat-down tech stocks,1715301180.0
SHOP,Shopify Inc.,JMP Securities Upgrades Shopify (SHOP),1715300331.0
SITE,"SiteOne Landscape Supply, Inc.",Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
SIX,Six Flags Entertainment Corporation,Q1 2024 Cedar Fair LP Earnings Call,1715320039.0
SLVM,Sylvamo Corporation,"Sylvamo First Quarter Results Meet Expectations, Strong Second Quarter Outlook Reflects Improving Conditions",1715324466.0
SN,"SharkNinja, Inc.",SharkNinja : First Quarter 2024 Transcript,1715329451.0
SNOW,Snowflake Inc.,Baron Global Advantage Fund Q1 2024 Shareholder Letter,1715312400.0
SONY,Sony Group Corporation,"Sony Plans Bid Versus Blackstone, KKR for $1.3 Billion Manga App",1715312624.0
SPB,"Spectrum Brands Holdings, Inc.",Q2 2024 Spectrum Brands Holdings Inc Earnings Call,1715309747.0
SPG,"Simon Property Group, Inc.",Simon Property Group: Still A Buy For Long-Term Dividend Growth Investors,1715328000.0
SPGI,S&P Global Inc.,Ten Stocks Squat On 34% Of The S&P 500's Cash Pile,1715342445.0
SPGI,S&P Global Inc.,Baron Durable Advantage Fund Q1 2024 Shareholder Letter,1715301000.0
SPHR,Sphere Entertainment Co.,Sphere Entertainment: Fiscal Q3 Earnings Snapshot,1715326929.0
SPHR,Sphere Entertainment Co.,SPHERE ENTERTAINMENT CO. REPORTS FISCAL 2024 THIRD QUARTER RESULTS,1715326271.0
SPHR,Sphere Entertainment Co.,MADISON SQUARE GARDEN ENTERTAINMENT CORP. REPORTS FISCAL 2024 THIRD QUARTER RESULTS | Madison Square Garden Entertainment Corp. (MSGE),1715319070.0
SRE,Sempra,Sempra Just Missed Revenue By 35%: Here's What Analysts Think Will Happen Next,1715338592.0
STE,STERIS plc,Q4 2024 STERIS plc Earnings Call,1715307948.0
SUN,Sunoco LP,Sunoco LP's Dividend Analysis,1715339135.0
SUN,Sunoco LP,Fitch Withdraws Rating on Sunoco LP's Senior Secured Revolving Credit Facility,1715320845.0
T,AT&T Inc.,2 Lower-Risk Big Dividends I Am Buying,1715329800.0
